id,condition,interval,estimate
116.0,voluntary,250,300.0
116.0,voluntary,150,100.0
116.0,voluntary,250,300.0
116.0,voluntary,250,200.0
116.0,voluntary,50,100.0
116.0,voluntary,50,100.0
116.0,voluntary,350,200.0
116.0,voluntary,50,100.0
116.0,voluntary,250,200.0
116.0,voluntary,350,300.0
116.0,voluntary,350,300.0
116.0,voluntary,250,300.0
116.0,voluntary,150,200.0
116.0,voluntary,150,100.0
116.0,voluntary,150,200.0
116.0,voluntary,150,200.0
116.0,voluntary,250,100.0
116.0,voluntary,150,200.0
116.0,voluntary,50,100.0
116.0,voluntary,50,100.0
116.0,voluntary,50,100.0
116.0,voluntary,350,400.0
116.0,voluntary,350,300.0
116.0,voluntary,150,300.0
116.0,voluntary,150,300.0
116.0,voluntary,350,400.0
116.0,voluntary,250,300.0
116.0,involuntary,150,100.0
116.0,involuntary,50,50.0
116.0,involuntary,50,100.0
116.0,involuntary,250,500.0
116.0,involuntary,150,400.0
116.0,involuntary,250,300.0
116.0,involuntary,350,300.0
116.0,involuntary,150,300.0
116.0,involuntary,50,100.0
116.0,involuntary,50,100.0
116.0,involuntary,150,200.0
116.0,involuntary,50,100.0
116.0,involuntary,250,200.0
116.0,involuntary,350,300.0
116.0,involuntary,150,300.0
116.0,involuntary,350,200.0
116.0,involuntary,350,500.0
116.0,involuntary,350,500.0
116.0,involuntary,150,100.0
116.0,involuntary,150,200.0
116.0,involuntary,50,50.0
116.0,involuntary,150,200.0
116.0,involuntary,250,300.0
116.0,involuntary,150,200.0
116.0,involuntary,50,200.0
116.0,involuntary,350,400.0
116.0,involuntary,50,100.0
116.0,involuntary,350,200.0
116.0,involuntary,250,300.0
116.0,involuntary,250,300.0
116.0,involuntary,250,300.0
116.0,involuntary,250,300.0
116.0,involuntary,350,300.0
116.0,involuntary,250,400.0
116.0,involuntary,350,400.0
116.0,involuntary,150,400.0
116.0,involuntary,250,300.0
116.0,involuntary,50,200.0
116.0,involuntary,350,100.0
116.0,voluntary,150,200.0
116.0,voluntary,350,400.0
116.0,voluntary,350,500.0
116.0,voluntary,150,200.0
116.0,voluntary,50,100.0
116.0,voluntary,50,100.0
116.0,voluntary,350,400.0
116.0,voluntary,250,100.0
116.0,voluntary,350,300.0
116.0,voluntary,150,200.0
116.0,voluntary,250,100.0
116.0,voluntary,50,50.0
116.0,voluntary,250,200.0
116.0,voluntary,50,100.0
116.0,voluntary,250,200.0
116.0,voluntary,250,200.0
116.0,voluntary,50,100.0
116.0,voluntary,350,200.0
116.0,voluntary,150,200.0
116.0,voluntary,150,100.0
116.0,voluntary,250,200.0
116.0,voluntary,150,100.0
116.0,voluntary,250,200.0
116.0,voluntary,250,300.0
116.0,voluntary,50,200.0
116.0,voluntary,250,200.0
116.0,voluntary,150,200.0
116.0,voluntary,250,300.0
116.0,voluntary,350,200.0
116.0,voluntary,350,200.0
116.0,voluntary,350,300.0
116.0,voluntary,50,200.0
116.0,voluntary,350,200.0
116.0,voluntary,150,200.0
116.0,voluntary,50,100.0
116.0,voluntary,50,100.0
116.0,voluntary,350,500.0
116.0,voluntary,150,200.0
116.0,voluntary,150,200.0
117.0,voluntary,250,400.0
117.0,voluntary,250,400.0
117.0,voluntary,50,200.0
117.0,voluntary,50,50.0
117.0,voluntary,150,350.0
117.0,voluntary,350,500.0
117.0,voluntary,150,250.0
117.0,voluntary,150,50.0
117.0,voluntary,250,60.0
117.0,voluntary,250,430.0
117.0,voluntary,350,350.0
117.0,voluntary,350,100.0
117.0,voluntary,50,20.0
117.0,voluntary,350,150.0
117.0,voluntary,250,220.0
117.0,voluntary,150,350.0
117.0,voluntary,150,300.0
117.0,voluntary,50,40.0
117.0,voluntary,350,100.0
117.0,voluntary,50,20.0
117.0,voluntary,250,200.0
117.0,voluntary,250,200.0
117.0,voluntary,250,250.0
117.0,voluntary,350,400.0
117.0,voluntary,250,150.0
117.0,voluntary,350,100.0
117.0,voluntary,50,50.0
117.0,voluntary,50,40.0
117.0,voluntary,150,75.0
117.0,voluntary,350,100.0
117.0,voluntary,350,250.0
117.0,voluntary,50,40.0
117.0,voluntary,150,35.0
117.0,voluntary,150,30.0
117.0,voluntary,150,75.0
117.0,voluntary,50,45.0
117.0,voluntary,250,200.0
117.0,voluntary,50,75.0
117.0,voluntary,150,150.0
117.0,voluntary,350,300.0
117.0,involuntary,150,100.0
117.0,involuntary,350,500.0
117.0,involuntary,150,350.0
117.0,involuntary,350,250.0
117.0,involuntary,50,150.0
117.0,involuntary,250,250.0
117.0,involuntary,50,100.0
117.0,involuntary,350,450.0
117.0,involuntary,250,350.0
117.0,involuntary,50,100.0
117.0,involuntary,50,200.0
117.0,involuntary,350,425.0
117.0,involuntary,350,300.0
117.0,involuntary,150,250.0
117.0,involuntary,250,300.0
117.0,involuntary,350,250.0
117.0,involuntary,50,100.0
117.0,involuntary,150,120.0
117.0,involuntary,150,225.0
117.0,involuntary,250,150.0
117.0,involuntary,150,250.0
117.0,involuntary,250,250.0
117.0,involuntary,150,125.0
117.0,involuntary,350,300.0
117.0,involuntary,250,300.0
117.0,involuntary,50,75.0
117.0,involuntary,250,100.0
117.0,involuntary,250,120.0
117.0,involuntary,150,100.0
117.0,involuntary,250,200.0
117.0,involuntary,50,60.0
117.0,involuntary,50,50.0
117.0,involuntary,250,130.0
117.0,involuntary,350,400.0
117.0,involuntary,350,330.0
117.0,involuntary,350,350.0
117.0,involuntary,150,130.0
117.0,involuntary,50,50.0
117.0,involuntary,50,50.0
117.0,involuntary,150,100.0
117.0,involuntary,350,500.0
117.0,involuntary,250,350.0
117.0,involuntary,150,125.0
117.0,involuntary,150,120.0
117.0,involuntary,150,150.0
117.0,involuntary,250,125.0
117.0,involuntary,50,90.0
117.0,involuntary,50,75.0
117.0,involuntary,50,60.0
117.0,involuntary,250,130.0
117.0,involuntary,150,140.0
117.0,involuntary,250,150.0
117.0,involuntary,50,80.0
117.0,involuntary,350,140.0
117.0,involuntary,350,360.0
117.0,involuntary,350,300.0
117.0,involuntary,250,200.0
117.0,involuntary,150,150.0
117.0,involuntary,250,120.0
117.0,involuntary,350,450.0
117.0,involuntary,50,125.0
117.0,involuntary,350,320.0
117.0,involuntary,50,75.0
117.0,involuntary,350,200.0
117.0,involuntary,150,250.0
117.0,involuntary,350,350.0
117.0,involuntary,150,150.0
117.0,involuntary,150,60.0
117.0,involuntary,250,60.0
117.0,involuntary,250,120.0
117.0,involuntary,50,50.0
117.0,involuntary,350,200.0
117.0,involuntary,150,40.0
117.0,involuntary,50,40.0
117.0,involuntary,150,80.0
117.0,involuntary,50,60.0
117.0,involuntary,50,50.0
117.0,involuntary,250,200.0
117.0,involuntary,350,350.0
117.0,involuntary,250,350.0
117.0,voluntary,50,40.0
117.0,voluntary,50,25.0
117.0,voluntary,350,200.0
117.0,voluntary,250,200.0
117.0,voluntary,350,250.0
117.0,voluntary,50,75.0
117.0,voluntary,350,300.0
117.0,voluntary,250,275.0
117.0,voluntary,250,250.0
117.0,voluntary,150,200.0
117.0,voluntary,350,200.0
117.0,voluntary,150,120.0
117.0,voluntary,50,95.0
117.0,voluntary,50,80.0
117.0,voluntary,150,90.0
117.0,voluntary,250,220.0
117.0,voluntary,150,80.0
117.0,voluntary,250,200.0
117.0,voluntary,50,75.0
117.0,voluntary,50,65.0
117.0,voluntary,350,300.0
117.0,voluntary,150,250.0
117.0,voluntary,150,200.0
117.0,voluntary,150,140.0
117.0,voluntary,250,200.0
117.0,voluntary,350,260.0
117.0,voluntary,250,250.0
117.0,voluntary,50,120.0
117.0,voluntary,150,225.0
117.0,voluntary,350,300.0
117.0,voluntary,350,150.0
117.0,voluntary,250,200.0
117.0,voluntary,350,350.0
117.0,voluntary,250,200.0
117.0,voluntary,150,200.0
117.0,voluntary,350,150.0
117.0,voluntary,50,75.0
117.0,voluntary,250,200.0
117.0,voluntary,50,75.0
117.0,voluntary,150,1.0
118.0,involuntary,250,200.0
118.0,involuntary,50,100.0
118.0,involuntary,50,300.0
118.0,involuntary,250,500.0
118.0,involuntary,350,500.0
118.0,involuntary,50,200.0
118.0,involuntary,350,400.0
118.0,involuntary,50,20.0
118.0,involuntary,50,200.0
118.0,involuntary,350,400.0
118.0,involuntary,50,200.0
118.0,involuntary,150,300.0
118.0,involuntary,50,200.0
118.0,involuntary,250,400.0
118.0,involuntary,250,400.0
118.0,involuntary,150,300.0
118.0,involuntary,250,400.0
118.0,involuntary,350,400.0
118.0,involuntary,50,200.0
118.0,involuntary,150,300.0
118.0,involuntary,350,200.0
118.0,involuntary,150,300.0
118.0,involuntary,350,400.0
118.0,involuntary,250,355.0
118.0,involuntary,250,400.0
118.0,involuntary,150,300.0
118.0,involuntary,50,300.0
118.0,involuntary,350,400.0
118.0,involuntary,250,400.0
118.0,involuntary,150,400.0
118.0,involuntary,250,200.0
118.0,involuntary,350,300.0
118.0,involuntary,50,200.0
118.0,involuntary,150,300.0
118.0,involuntary,250,300.0
118.0,involuntary,150,300.0
118.0,involuntary,150,400.0
118.0,involuntary,350,400.0
118.0,involuntary,150,400.0
118.0,involuntary,350,300.0
118.0,involuntary,150,400.0
118.0,involuntary,150,300.0
118.0,involuntary,250,300.0
118.0,involuntary,150,300.0
118.0,involuntary,50,200.0
118.0,involuntary,150,300.0
118.0,involuntary,350,400.0
118.0,involuntary,250,400.0
118.0,involuntary,50,300.0
118.0,involuntary,150,300.0
118.0,involuntary,350,500.0
118.0,involuntary,150,23.0
118.0,involuntary,250,300.0
118.0,involuntary,150,300.0
118.0,involuntary,250,400.0
118.0,involuntary,250,300.0
118.0,involuntary,50,300.0
118.0,involuntary,50,200.0
118.0,involuntary,50,200.0
118.0,involuntary,50,200.0
118.0,involuntary,250,440.0
118.0,involuntary,150,400.0
118.0,involuntary,350,300.0
118.0,involuntary,350,300.0
118.0,involuntary,250,400.0
118.0,involuntary,350,500.0
118.0,involuntary,50,300.0
118.0,involuntary,250,300.0
118.0,involuntary,250,300.0
118.0,involuntary,250,300.0
118.0,involuntary,50,230.0
118.0,involuntary,150,300.0
118.0,involuntary,150,230.0
118.0,involuntary,50,100.0
118.0,involuntary,50,100.0
118.0,involuntary,350,500.0
118.0,involuntary,350,500.0
118.0,involuntary,350,500.0
118.0,voluntary,50,100.0
118.0,voluntary,350,300.0
118.0,voluntary,50,100.0
118.0,voluntary,350,400.0
118.0,voluntary,50,100.0
118.0,voluntary,350,500.0
118.0,voluntary,50,100.0
118.0,voluntary,250,400.0
118.0,voluntary,250,400.0
118.0,voluntary,50,200.0
118.0,voluntary,150,300.0
118.0,voluntary,250,400.0
118.0,voluntary,250,300.0
118.0,voluntary,250,400.0
118.0,voluntary,50,300.0
118.0,voluntary,150,400.0
118.0,voluntary,250,400.0
118.0,voluntary,250,400.0
118.0,voluntary,150,400.0
118.0,voluntary,50,100.0
118.0,voluntary,250,300.0
118.0,voluntary,350,400.0
118.0,voluntary,50,200.0
118.0,voluntary,150,300.0
118.0,voluntary,250,400.0
118.0,voluntary,350,400.0
118.0,voluntary,50,200.0
118.0,voluntary,250,300.0
118.0,voluntary,150,300.0
118.0,voluntary,150,300.0
118.0,voluntary,150,300.0
118.0,voluntary,150,230.0
118.0,voluntary,50,200.0
118.0,voluntary,350,300.0
118.0,voluntary,350,200.0
118.0,voluntary,150,300.0
118.0,voluntary,350,400.0
118.0,voluntary,350,400.0
118.0,voluntary,150,400.0
118.0,voluntary,250,400.0
118.0,voluntary,350,500.0
118.0,voluntary,350,500.0
118.0,voluntary,350,500.0
118.0,voluntary,150,400.0
118.0,voluntary,50,100.0
118.0,voluntary,150,100.0
118.0,voluntary,250,200.0
118.0,voluntary,350,200.0
118.0,voluntary,50,200.0
118.0,voluntary,150,200.0
118.0,voluntary,150,200.0
118.0,voluntary,150,30.0
118.0,voluntary,350,500.0
118.0,voluntary,350,500.0
118.0,voluntary,150,400.0
118.0,voluntary,250,400.0
118.0,voluntary,250,300.0
118.0,voluntary,50,200.0
118.0,voluntary,350,400.0
118.0,voluntary,50,200.0
118.0,voluntary,350,400.0
118.0,voluntary,50,100.0
118.0,voluntary,250,400.0
118.0,voluntary,50,100.0
118.0,voluntary,250,300.0
118.0,voluntary,150,400.0
118.0,voluntary,150,300.0
118.0,voluntary,50,200.0
118.0,voluntary,150,400.0
118.0,voluntary,250,400.0
118.0,voluntary,50,100.0
118.0,voluntary,350,300.0
118.0,voluntary,350,500.0
118.0,voluntary,250,300.0
118.0,voluntary,150,300.0
118.0,voluntary,250,400.0
118.0,voluntary,50,100.0
118.0,voluntary,50,100.0
118.0,voluntary,250,300.0
119.0,voluntary,250,400.0
119.0,voluntary,150,200.0
119.0,voluntary,350,500.0
119.0,voluntary,250,450.0
119.0,voluntary,150,250.0
119.0,voluntary,250,250.0
119.0,voluntary,150,200.0
119.0,voluntary,50,75.0
119.0,voluntary,150,200.0
119.0,voluntary,350,400.0
119.0,voluntary,50,100.0
119.0,voluntary,150,250.0
119.0,voluntary,50,15.0
119.0,voluntary,350,450.0
119.0,voluntary,250,350.0
119.0,voluntary,150,250.0
119.0,voluntary,150,200.0
119.0,voluntary,250,350.0
119.0,voluntary,350,400.0
119.0,voluntary,250,350.0
119.0,voluntary,250,350.0
119.0,voluntary,350,400.0
119.0,voluntary,50,100.0
119.0,voluntary,150,175.0
119.0,voluntary,250,250.0
119.0,voluntary,350,350.0
119.0,voluntary,350,400.0
119.0,voluntary,150,250.0
119.0,voluntary,50,75.0
119.0,voluntary,350,350.0
119.0,voluntary,50,100.0
119.0,voluntary,50,50.0
119.0,voluntary,250,300.0
119.0,voluntary,250,300.0
119.0,voluntary,350,350.0
119.0,voluntary,150,250.0
119.0,voluntary,50,75.0
119.0,voluntary,350,400.0
119.0,voluntary,50,75.0
119.0,voluntary,50,50.0
119.0,involuntary,250,200.0
119.0,involuntary,250,300.0
119.0,involuntary,50,100.0
119.0,involuntary,150,200.0
119.0,involuntary,150,200.0
119.0,involuntary,250,300.0
119.0,involuntary,350,300.0
119.0,involuntary,250,250.0
119.0,involuntary,350,300.0
119.0,involuntary,350,350.0
119.0,involuntary,50,100.0
119.0,involuntary,150,150.0
119.0,involuntary,50,75.0
119.0,involuntary,350,350.0
119.0,involuntary,150,150.0
119.0,involuntary,250,250.0
119.0,involuntary,350,300.0
119.0,involuntary,350,450.0
119.0,involuntary,50,150.0
119.0,involuntary,350,400.0
119.0,involuntary,250,250.0
119.0,involuntary,150,200.0
119.0,involuntary,150,150.0
119.0,involuntary,50,100.0
119.0,involuntary,150,250.0
119.0,involuntary,150,200.0
119.0,involuntary,150,200.0
119.0,involuntary,350,350.0
119.0,involuntary,350,400.0
119.0,involuntary,250,300.0
119.0,involuntary,250,300.0
119.0,involuntary,350,400.0
119.0,involuntary,150,150.0
119.0,involuntary,50,100.0
119.0,involuntary,250,200.0
119.0,involuntary,50,150.0
119.0,involuntary,50,100.0
119.0,involuntary,250,400.0
119.0,involuntary,50,250.0
119.0,involuntary,50,100.0
119.0,voluntary,350,450.0
119.0,voluntary,50,200.0
119.0,voluntary,150,250.0
119.0,voluntary,150,200.0
119.0,voluntary,350,300.0
119.0,voluntary,250,300.0
119.0,voluntary,50,150.0
119.0,voluntary,50,150.0
119.0,voluntary,150,250.0
119.0,voluntary,150,300.0
119.0,voluntary,250,350.0
119.0,voluntary,50,250.0
119.0,voluntary,350,450.0
119.0,voluntary,350,500.0
119.0,voluntary,150,350.0
119.0,voluntary,50,150.0
119.0,voluntary,150,250.0
119.0,voluntary,250,350.0
119.0,voluntary,250,300.0
119.0,voluntary,250,300.0
119.0,voluntary,250,250.0
119.0,voluntary,150,250.0
119.0,voluntary,250,350.0
119.0,voluntary,50,200.0
119.0,voluntary,250,250.0
119.0,voluntary,350,350.0
119.0,voluntary,150,250.0
119.0,voluntary,350,300.0
119.0,voluntary,150,250.0
119.0,voluntary,250,300.0
119.0,voluntary,150,200.0
119.0,voluntary,350,400.0
119.0,voluntary,50,150.0
119.0,voluntary,350,350.0
119.0,voluntary,350,350.0
119.0,voluntary,350,400.0
119.0,voluntary,250,350.0
119.0,voluntary,50,250.0
119.0,voluntary,50,200.0
119.0,voluntary,50,200.0
119.0,involuntary,50,200.0
119.0,involuntary,50,200.0
119.0,involuntary,50,200.0
119.0,involuntary,350,400.0
119.0,involuntary,350,450.0
119.0,involuntary,50,300.0
119.0,involuntary,350,400.0
119.0,involuntary,250,300.0
119.0,involuntary,250,250.0
119.0,involuntary,50,200.0
119.0,involuntary,150,200.0
119.0,involuntary,250,250.0
119.0,involuntary,350,350.0
119.0,involuntary,250,300.0
119.0,involuntary,150,200.0
119.0,involuntary,250,250.0
119.0,involuntary,150,250.0
119.0,involuntary,150,250.0
119.0,involuntary,50,150.0
119.0,involuntary,150,250.0
119.0,involuntary,250,250.0
119.0,involuntary,250,250.0
119.0,involuntary,250,250.0
119.0,involuntary,250,300.0
119.0,involuntary,150,200.0
119.0,involuntary,150,200.0
119.0,involuntary,50,150.0
119.0,involuntary,350,300.0
119.0,involuntary,350,350.0
119.0,involuntary,350,450.0
119.0,involuntary,150,200.0
119.0,involuntary,150,250.0
119.0,involuntary,250,300.0
119.0,involuntary,50,150.0
119.0,involuntary,350,350.0
119.0,involuntary,150,250.0
119.0,involuntary,350,400.0
119.0,involuntary,50,100.0
119.0,involuntary,50,75.0
119.0,involuntary,350,350.0
121.0,voluntary,50,200.0
121.0,voluntary,50,400.0
121.0,voluntary,250,500.0
121.0,voluntary,150,450.0
121.0,voluntary,350,500.0
121.0,voluntary,150,250.0
121.0,voluntary,250,450.0
121.0,voluntary,250,400.0
121.0,voluntary,250,350.0
121.0,voluntary,50,200.0
121.0,voluntary,350,400.0
121.0,voluntary,50,250.0
121.0,voluntary,150,350.0
121.0,voluntary,350,450.0
121.0,voluntary,50,250.0
121.0,voluntary,250,350.0
121.0,voluntary,350,400.0
121.0,voluntary,150,300.0
121.0,voluntary,350,400.0
121.0,voluntary,250,300.0
121.0,voluntary,50,200.0
121.0,voluntary,50,200.0
121.0,voluntary,150,300.0
121.0,voluntary,50,250.0
121.0,voluntary,150,300.0
121.0,voluntary,150,300.0
121.0,voluntary,150,30.0
121.0,voluntary,350,400.0
121.0,voluntary,50,200.0
121.0,voluntary,50,250.0
121.0,voluntary,250,400.0
121.0,voluntary,350,400.0
121.0,voluntary,350,350.0
121.0,voluntary,250,300.0
121.0,voluntary,250,300.0
121.0,voluntary,250,250.0
121.0,voluntary,350,30.0
121.0,voluntary,350,300.0
121.0,voluntary,150,350.0
121.0,voluntary,150,300.0
121.0,involuntary,250,300.0
121.0,involuntary,50,300.0
121.0,involuntary,150,400.0
121.0,involuntary,250,400.0
121.0,involuntary,250,350.0
121.0,involuntary,250,350.0
121.0,involuntary,50,300.0
121.0,involuntary,250,300.0
121.0,involuntary,250,300.0
121.0,involuntary,350,350.0
121.0,involuntary,50,250.0
121.0,involuntary,350,400.0
121.0,involuntary,50,250.0
121.0,involuntary,350,400.0
121.0,involuntary,350,350.0
121.0,involuntary,150,250.0
121.0,involuntary,150,300.0
121.0,involuntary,350,400.0
121.0,involuntary,350,400.0
121.0,involuntary,150,350.0
121.0,involuntary,250,350.0
121.0,involuntary,50,200.0
121.0,involuntary,350,400.0
121.0,involuntary,50,200.0
121.0,involuntary,50,150.0
121.0,involuntary,250,300.0
121.0,involuntary,350,400.0
121.0,involuntary,150,350.0
121.0,involuntary,250,300.0
121.0,involuntary,150,350.0
121.0,involuntary,350,350.0
121.0,involuntary,250,350.0
121.0,involuntary,150,250.0
121.0,involuntary,350,400.0
121.0,involuntary,150,350.0
121.0,involuntary,150,300.0
121.0,involuntary,150,300.0
121.0,involuntary,50,200.0
121.0,involuntary,50,150.0
121.0,involuntary,50,100.0
121.0,involuntary,250,400.0
121.0,involuntary,250,300.0
121.0,involuntary,350,400.0
121.0,involuntary,250,350.0
121.0,involuntary,350,450.0
121.0,involuntary,50,150.0
121.0,involuntary,250,350.0
121.0,involuntary,50,150.0
121.0,involuntary,350,350.0
121.0,involuntary,50,150.0
121.0,involuntary,50,150.0
121.0,involuntary,350,350.0
121.0,involuntary,150,300.0
121.0,involuntary,250,250.0
121.0,involuntary,50,100.0
121.0,involuntary,250,200.0
121.0,involuntary,50,200.0
121.0,involuntary,50,100.0
121.0,involuntary,150,250.0
121.0,involuntary,250,200.0
121.0,involuntary,350,350.0
121.0,involuntary,350,400.0
121.0,involuntary,150,300.0
121.0,involuntary,350,400.0
121.0,involuntary,150,300.0
121.0,involuntary,150,200.0
121.0,involuntary,50,150.0
121.0,involuntary,50,200.0
121.0,involuntary,250,250.0
121.0,involuntary,350,400.0
121.0,involuntary,150,200.0
121.0,involuntary,250,200.0
121.0,involuntary,50,150.0
121.0,involuntary,350,400.0
121.0,involuntary,150,100.0
121.0,involuntary,350,350.0
121.0,involuntary,150,300.0
121.0,involuntary,250,300.0
121.0,involuntary,150,250.0
121.0,voluntary,50,100.0
121.0,voluntary,150,200.0
121.0,voluntary,350,250.0
121.0,voluntary,250,250.0
121.0,voluntary,50,150.0
121.0,voluntary,250,200.0
121.0,voluntary,150,100.0
121.0,voluntary,150,200.0
121.0,voluntary,150,100.0
121.0,voluntary,350,200.0
121.0,voluntary,350,200.0
121.0,voluntary,250,150.0
121.0,voluntary,250,100.0
121.0,voluntary,250,200.0
121.0,voluntary,150,100.0
121.0,voluntary,250,150.0
121.0,voluntary,350,300.0
121.0,voluntary,250,200.0
121.0,voluntary,150,100.0
121.0,voluntary,50,75.0
121.0,voluntary,50,100.0
121.0,voluntary,350,150.0
121.0,voluntary,250,200.0
121.0,voluntary,50,75.0
121.0,voluntary,50,50.0
121.0,voluntary,350,150.0
121.0,voluntary,350,200.0
121.0,voluntary,150,100.0
121.0,voluntary,250,100.0
121.0,voluntary,50,75.0
121.0,voluntary,250,100.0
121.0,voluntary,350,200.0
121.0,voluntary,350,250.0
121.0,voluntary,50,75.0
121.0,voluntary,50,50.0
121.0,voluntary,350,300.0
121.0,voluntary,150,200.0
121.0,voluntary,50,100.0
121.0,voluntary,150,100.0
121.0,voluntary,150,100.0
122.0,involuntary,150,500.0
122.0,involuntary,50,250.0
122.0,involuntary,50,250.0
122.0,involuntary,50,125.0
122.0,involuntary,50,125.0
122.0,involuntary,150,200.0
122.0,involuntary,150,350.0
122.0,involuntary,350,500.0
122.0,involuntary,150,125.0
122.0,involuntary,350,350.0
122.0,involuntary,350,250.0
122.0,involuntary,50,125.0
122.0,involuntary,50,100.0
122.0,involuntary,150,250.0
122.0,involuntary,350,500.0
122.0,involuntary,150,250.0
122.0,involuntary,50,250.0
122.0,involuntary,250,125.0
122.0,involuntary,250,125.0
122.0,involuntary,250,250.0
122.0,involuntary,150,250.0
122.0,involuntary,350,200.0
122.0,involuntary,150,200.0
122.0,involuntary,250,250.0
122.0,involuntary,350,250.0
122.0,involuntary,350,500.0
122.0,involuntary,350,500.0
122.0,involuntary,250,500.0
122.0,involuntary,150,250.0
122.0,involuntary,50,125.0
122.0,involuntary,350,500.0
122.0,involuntary,50,125.0
122.0,involuntary,150,125.0
122.0,involuntary,350,250.0
122.0,involuntary,250,250.0
122.0,involuntary,250,250.0
122.0,involuntary,50,125.0
122.0,involuntary,250,250.0
122.0,involuntary,250,500.0
122.0,involuntary,250,250.0
122.0,voluntary,250,500.0
122.0,voluntary,150,250.0
122.0,voluntary,50,250.0
122.0,voluntary,250,500.0
122.0,voluntary,150,250.0
122.0,voluntary,350,250.0
122.0,voluntary,50,125.0
122.0,voluntary,50,125.0
122.0,voluntary,350,250.0
122.0,voluntary,250,250.0
122.0,voluntary,350,250.0
122.0,voluntary,350,250.0
122.0,voluntary,250,250.0
122.0,voluntary,350,250.0
122.0,voluntary,150,125.0
122.0,voluntary,250,250.0
122.0,voluntary,250,125.0
122.0,voluntary,250,250.0
122.0,voluntary,150,250.0
122.0,voluntary,50,125.0
122.0,voluntary,150,125.0
122.0,voluntary,50,125.0
122.0,voluntary,50,100.0
122.0,voluntary,50,125.0
122.0,voluntary,150,125.0
122.0,voluntary,350,250.0
122.0,voluntary,150,250.0
122.0,voluntary,150,125.0
122.0,voluntary,250,125.0
122.0,voluntary,50,125.0
122.0,voluntary,250,250.0
122.0,voluntary,150,250.0
122.0,voluntary,350,400.0
122.0,voluntary,50,200.0
122.0,voluntary,50,200.0
122.0,voluntary,250,200.0
122.0,voluntary,350,200.0
122.0,voluntary,350,200.0
122.0,voluntary,150,250.0
122.0,voluntary,50,125.0
122.0,voluntary,150,125.0
122.0,voluntary,250,250.0
122.0,voluntary,250,250.0
122.0,voluntary,50,125.0
122.0,voluntary,250,150.0
122.0,voluntary,50,150.0
122.0,voluntary,350,250.0
122.0,voluntary,350,250.0
122.0,voluntary,50,125.0
122.0,voluntary,350,20.0
122.0,voluntary,150,250.0
122.0,voluntary,150,125.0
122.0,voluntary,50,100.0
122.0,voluntary,350,250.0
122.0,voluntary,150,200.0
122.0,voluntary,350,125.0
122.0,voluntary,50,125.0
122.0,voluntary,350,250.0
122.0,voluntary,250,125.0
122.0,voluntary,350,250.0
122.0,voluntary,150,250.0
122.0,voluntary,350,300.0
122.0,voluntary,150,250.0
122.0,voluntary,250,125.0
122.0,voluntary,350,215.0
122.0,voluntary,250,250.0
122.0,voluntary,50,250.0
122.0,voluntary,150,500.0
122.0,voluntary,150,250.0
122.0,voluntary,150,125.0
122.0,voluntary,250,125.0
122.0,voluntary,350,250.0
122.0,voluntary,150,250.0
122.0,voluntary,250,125.0
122.0,voluntary,50,125.0
122.0,voluntary,250,125.0
122.0,voluntary,50,125.0
122.0,voluntary,50,125.0
122.0,voluntary,250,125.0
122.0,involuntary,150,250.0
122.0,involuntary,150,125.0
122.0,involuntary,350,25.0
122.0,involuntary,250,300.0
122.0,involuntary,250,250.0
122.0,involuntary,350,250.0
122.0,involuntary,350,250.0
122.0,involuntary,250,125.0
122.0,involuntary,150,250.0
122.0,involuntary,50,125.0
122.0,involuntary,150,250.0
122.0,involuntary,50,125.0
122.0,involuntary,50,250.0
122.0,involuntary,50,125.0
122.0,involuntary,350,350.0
122.0,involuntary,150,250.0
122.0,involuntary,150,125.0
122.0,involuntary,350,250.0
122.0,involuntary,250,250.0
122.0,involuntary,150,250.0
122.0,involuntary,250,250.0
122.0,involuntary,250,250.0
122.0,involuntary,50,125.0
122.0,involuntary,350,250.0
122.0,involuntary,150,125.0
122.0,involuntary,350,125.0
122.0,involuntary,50,125.0
122.0,involuntary,350,250.0
122.0,involuntary,350,250.0
122.0,involuntary,50,125.0
122.0,involuntary,250,250.0
122.0,involuntary,250,250.0
122.0,involuntary,50,125.0
122.0,involuntary,150,250.0
122.0,involuntary,250,250.0
122.0,involuntary,250,300.0
122.0,involuntary,50,250.0
122.0,involuntary,50,125.0
122.0,involuntary,150,125.0
124.0,involuntary,50,100.0
124.0,involuntary,350,500.0
124.0,involuntary,150,300.0
124.0,involuntary,250,500.0
124.0,involuntary,150,300.0
124.0,involuntary,250,500.0
124.0,involuntary,50,200.0
124.0,involuntary,350,500.0
124.0,involuntary,150,400.0
124.0,involuntary,350,500.0
124.0,involuntary,50,200.0
124.0,involuntary,250,300.0
124.0,involuntary,350,500.0
124.0,involuntary,250,300.0
124.0,involuntary,150,200.0
124.0,involuntary,50,100.0
124.0,involuntary,150,250.0
124.0,involuntary,150,300.0
124.0,involuntary,250,400.0
124.0,involuntary,350,400.0
124.0,involuntary,350,500.0
124.0,involuntary,150,200.0
124.0,involuntary,350,400.0
124.0,involuntary,250,500.0
124.0,involuntary,350,500.0
124.0,involuntary,150,100.0
124.0,involuntary,350,400.0
124.0,involuntary,50,200.0
124.0,involuntary,250,40.0
124.0,involuntary,50,300.0
124.0,involuntary,250,400.0
124.0,involuntary,50,200.0
124.0,involuntary,50,150.0
