id,condition,interval,estimate
110.0,voluntary,350,450.0
110.0,voluntary,350,475.0
110.0,voluntary,250,275.0
110.0,voluntary,350,300.0
110.0,voluntary,350,500.0
110.0,voluntary,150,300.0
110.0,voluntary,250,275.0
110.0,voluntary,350,400.0
110.0,voluntary,150,175.0
110.0,voluntary,350,400.0
110.0,voluntary,250,350.0
110.0,voluntary,50,90.0
110.0,voluntary,50,75.0
110.0,involuntary,250,350.0
110.0,involuntary,150,150.0
110.0,involuntary,150,175.0
110.0,involuntary,50,100.0
110.0,involuntary,250,400.0
110.0,involuntary,50,90.0
110.0,involuntary,50,75.0
110.0,involuntary,250,250.0
110.0,involuntary,350,450.0
110.0,involuntary,350,350.0
110.0,involuntary,50,15.0
110.0,involuntary,50,200.0
110.0,involuntary,150,200.0
110.0,involuntary,150,175.0
110.0,involuntary,250,400.0
110.0,involuntary,250,375.0
110.0,involuntary,350,400.0
110.0,involuntary,350,450.0
110.0,involuntary,250,350.0
110.0,involuntary,250,300.0
110.0,involuntary,50,150.0
110.0,involuntary,350,350.0
110.0,involuntary,150,200.0
110.0,involuntary,250,250.0
110.0,involuntary,350,375.0
110.0,involuntary,50,125.0
110.0,involuntary,150,200.0
110.0,involuntary,50,100.0
110.0,involuntary,150,200.0
110.0,involuntary,350,400.0
110.0,involuntary,150,250.0
110.0,involuntary,50,125.0
110.0,involuntary,350,300.0
110.0,involuntary,350,450.0
110.0,involuntary,250,400.0
110.0,involuntary,150,175.0
110.0,involuntary,350,350.0
110.0,involuntary,250,225.0
110.0,involuntary,50,125.0
110.0,voluntary,50,125.0
110.0,voluntary,350,350.0
110.0,voluntary,150,275.0
110.0,voluntary,50,175.0
110.0,voluntary,150,200.0
110.0,voluntary,350,350.0
110.0,voluntary,350,325.0
110.0,voluntary,250,250.0
110.0,voluntary,350,375.0
110.0,voluntary,150,225.0
110.0,voluntary,350,400.0
110.0,voluntary,350,400.0
110.0,voluntary,150,275.0
110.0,voluntary,250,300.0
110.0,voluntary,250,325.0
110.0,voluntary,250,400.0
110.0,voluntary,50,125.0
110.0,voluntary,250,300.0
110.0,voluntary,350,400.0
110.0,voluntary,50,175.0
110.0,voluntary,50,150.0
110.0,voluntary,150,175.0
110.0,voluntary,150,300.0
110.0,voluntary,50,200.0
110.0,voluntary,50,150.0
110.0,voluntary,250,350.0
110.0,voluntary,250,450.0
110.0,voluntary,150,275.0
110.0,voluntary,250,300.0
110.0,voluntary,350,325.0
110.0,voluntary,150,250.0
110.0,voluntary,350,375.0
110.0,voluntary,250,300.0
110.0,voluntary,50,115.0
110.0,voluntary,350,350.0
110.0,voluntary,50,250.0
110.0,voluntary,150,200.0
110.0,voluntary,250,255.0
110.0,voluntary,50,175.0
110.0,voluntary,150,200.0
111.0,involuntary,350,400.0
111.0,involuntary,50,200.0
111.0,involuntary,350,400.0
111.0,involuntary,250,400.0
111.0,involuntary,50,200.0
111.0,involuntary,350,300.0
111.0,involuntary,50,100.0
111.0,involuntary,150,300.0
111.0,involuntary,50,150.0
111.0,involuntary,350,350.0
111.0,involuntary,50,150.0
111.0,involuntary,150,300.0
111.0,involuntary,50,50.0
111.0,involuntary,350,500.0
111.0,involuntary,250,400.0
111.0,involuntary,150,350.0
111.0,involuntary,250,450.0
111.0,involuntary,350,450.0
111.0,involuntary,350,500.0
111.0,involuntary,250,500.0
111.0,involuntary,150,400.0
111.0,involuntary,150,400.0
111.0,involuntary,250,425.0
111.0,involuntary,150,350.0
111.0,involuntary,350,300.0
111.0,involuntary,50,200.0
111.0,involuntary,250,300.0
111.0,involuntary,150,325.0
111.0,involuntary,150,350.0
111.0,involuntary,350,400.0
111.0,involuntary,350,400.0
111.0,involuntary,250,425.0
111.0,involuntary,250,350.0
111.0,involuntary,250,350.0
111.0,involuntary,150,275.0
111.0,involuntary,50,200.0
111.0,involuntary,250,350.0
111.0,involuntary,150,400.0
111.0,involuntary,50,225.0
111.0,involuntary,50,275.0
111.0,voluntary,350,400.0
111.0,voluntary,150,375.0
111.0,voluntary,150,400.0
111.0,voluntary,350,375.0
111.0,voluntary,150,450.0
111.0,voluntary,150,450.0
111.0,voluntary,350,450.0
111.0,voluntary,150,350.0
111.0,voluntary,250,350.0
111.0,voluntary,150,300.0
111.0,voluntary,350,300.0
111.0,voluntary,350,400.0
111.0,voluntary,50,150.0
111.0,voluntary,50,125.0
111.0,voluntary,50,125.0
111.0,voluntary,350,400.0
111.0,voluntary,50,200.0
111.0,voluntary,150,300.0
111.0,voluntary,250,350.0
111.0,voluntary,350,300.0
111.0,voluntary,250,350.0
111.0,voluntary,50,200.0
111.0,voluntary,250,300.0
111.0,voluntary,50,175.0
111.0,voluntary,150,400.0
111.0,voluntary,150,300.0
111.0,voluntary,250,300.0
111.0,voluntary,250,300.0
111.0,voluntary,50,200.0
111.0,voluntary,350,400.0
111.0,voluntary,250,350.0
111.0,voluntary,50,240.0
111.0,voluntary,350,300.0
111.0,voluntary,250,375.0
111.0,voluntary,250,300.0
111.0,voluntary,250,300.0
111.0,voluntary,150,275.0
111.0,voluntary,50,200.0
111.0,voluntary,50,100.0
111.0,voluntary,350,400.0
111.0,voluntary,150,400.0
111.0,voluntary,50,200.0
111.0,voluntary,350,300.0
111.0,voluntary,50,50.0
111.0,voluntary,250,300.0
111.0,voluntary,50,100.0
111.0,voluntary,150,275.0
111.0,voluntary,250,300.0
111.0,voluntary,250,300.0
111.0,voluntary,250,300.0
111.0,voluntary,50,150.0
111.0,voluntary,150,300.0
111.0,voluntary,50,175.0
111.0,voluntary,150,300.0
111.0,voluntary,250,400.0
111.0,voluntary,350,350.0
111.0,voluntary,250,350.0
111.0,voluntary,50,230.0
111.0,voluntary,350,325.0
111.0,voluntary,150,250.0
111.0,voluntary,50,200.0
111.0,voluntary,150,300.0
111.0,voluntary,150,300.0
111.0,voluntary,50,200.0
111.0,voluntary,350,300.0
111.0,voluntary,250,300.0
111.0,voluntary,150,325.0
111.0,voluntary,350,400.0
111.0,voluntary,350,450.0
111.0,voluntary,50,200.0
111.0,voluntary,150,280.0
111.0,voluntary,250,300.0
111.0,voluntary,50,150.0
111.0,voluntary,350,250.0
111.0,voluntary,350,300.0
111.0,voluntary,350,300.0
111.0,voluntary,250,280.0
111.0,voluntary,150,350.0
111.0,voluntary,350,350.0
111.0,voluntary,250,325.0
111.0,involuntary,350,350.0
111.0,involuntary,350,400.0
111.0,involuntary,350,280.0
111.0,involuntary,50,200.0
111.0,involuntary,50,200.0
111.0,involuntary,350,300.0
111.0,involuntary,250,325.0
111.0,involuntary,250,350.0
111.0,involuntary,250,350.0
111.0,involuntary,350,400.0
111.0,involuntary,150,325.0
111.0,involuntary,150,375.0
111.0,involuntary,50,200.0
111.0,involuntary,50,150.0
111.0,involuntary,250,280.0
111.0,involuntary,50,200.0
111.0,involuntary,250,300.0
111.0,involuntary,250,400.0
111.0,involuntary,250,425.0
111.0,involuntary,50,175.0
111.0,involuntary,150,250.0
111.0,involuntary,50,200.0
111.0,involuntary,50,175.0
111.0,involuntary,50,150.0
111.0,involuntary,150,300.0
111.0,involuntary,350,450.0
111.0,involuntary,150,300.0
111.0,involuntary,150,375.0
111.0,involuntary,150,300.0
111.0,involuntary,350,300.0
111.0,involuntary,350,300.0
111.0,involuntary,350,300.0
111.0,involuntary,150,300.0
111.0,involuntary,150,300.0
111.0,involuntary,250,300.0
111.0,involuntary,50,175.0
111.0,involuntary,350,300.0
111.0,involuntary,250,400.0
111.0,involuntary,150,350.0
111.0,involuntary,250,375.0
112.0,voluntary,250,500.0
112.0,voluntary,150,450.0
112.0,voluntary,250,300.0
112.0,voluntary,150,300.0
112.0,voluntary,250,500.0
112.0,voluntary,150,260.0
112.0,voluntary,50,200.0
112.0,voluntary,150,300.0
112.0,voluntary,350,500.0
112.0,voluntary,350,490.0
112.0,voluntary,350,500.0
112.0,voluntary,350,500.0
112.0,voluntary,50,250.0
112.0,voluntary,250,450.0
112.0,voluntary,250,450.0
112.0,voluntary,50,225.0
112.0,voluntary,150,250.0
112.0,voluntary,150,325.0
112.0,voluntary,250,475.0
112.0,voluntary,350,475.0
112.0,voluntary,150,225.0
112.0,voluntary,50,215.0
112.0,voluntary,350,480.0
112.0,voluntary,150,325.0
112.0,voluntary,150,225.0
112.0,voluntary,150,235.0
112.0,voluntary,250,350.0
112.0,voluntary,50,225.0
112.0,voluntary,350,450.0
112.0,voluntary,50,225.0
112.0,voluntary,350,500.0
112.0,voluntary,50,225.0
112.0,voluntary,350,450.0
112.0,voluntary,50,215.0
112.0,voluntary,250,425.0
112.0,voluntary,250,450.0
112.0,voluntary,50,225.0
112.0,voluntary,350,400.0
112.0,voluntary,50,200.0
112.0,voluntary,250,400.0
112.0,involuntary,150,300.0
112.0,involuntary,150,275.0
112.0,involuntary,150,350.0
112.0,involuntary,250,450.0
112.0,involuntary,150,275.0
112.0,involuntary,250,450.0
112.0,involuntary,150,375.0
112.0,involuntary,350,500.0
112.0,involuntary,50,300.0
112.0,involuntary,350,500.0
112.0,involuntary,350,500.0
112.0,involuntary,50,275.0
112.0,involuntary,50,250.0
112.0,involuntary,50,225.0
112.0,involuntary,250,450.0
112.0,involuntary,50,225.0
112.0,involuntary,350,500.0
112.0,involuntary,150,450.0
112.0,involuntary,250,450.0
112.0,involuntary,350,450.0
112.0,involuntary,50,220.0
112.0,involuntary,350,450.0
112.0,involuntary,250,350.0
112.0,involuntary,50,250.0
112.0,involuntary,250,350.0
112.0,involuntary,150,275.0
112.0,involuntary,150,350.0
112.0,involuntary,350,500.0
112.0,involuntary,350,400.0
112.0,involuntary,150,325.0
112.0,involuntary,150,250.0
112.0,involuntary,50,250.0
112.0,involuntary,250,250.0
112.0,involuntary,350,450.0
112.0,involuntary,250,425.0
112.0,involuntary,250,400.0
112.0,involuntary,50,300.0
112.0,involuntary,50,300.0
112.0,voluntary,50,250.0
112.0,voluntary,350,500.0
112.0,voluntary,250,450.0
112.0,voluntary,50,275.0
112.0,voluntary,50,250.0
112.0,voluntary,150,400.0
112.0,voluntary,50,250.0
112.0,voluntary,150,325.0
112.0,voluntary,50,275.0
112.0,voluntary,50,300.0
112.0,voluntary,350,500.0
112.0,voluntary,250,450.0
112.0,voluntary,150,250.0
112.0,voluntary,350,500.0
112.0,voluntary,250,450.0
112.0,voluntary,350,475.0
112.0,voluntary,150,300.0
112.0,voluntary,50,250.0
112.0,voluntary,250,375.0
112.0,voluntary,250,480.0
112.0,voluntary,350,500.0
112.0,voluntary,250,425.0
112.0,voluntary,50,225.0
112.0,voluntary,350,500.0
112.0,voluntary,150,300.0
112.0,voluntary,350,500.0
112.0,voluntary,350,500.0
112.0,voluntary,150,325.0
112.0,voluntary,150,300.0
112.0,voluntary,250,450.0
112.0,voluntary,350,450.0
112.0,voluntary,150,225.0
112.0,voluntary,150,300.0
112.0,voluntary,50,225.0
112.0,voluntary,250,350.0
112.0,voluntary,350,350.0
112.0,voluntary,250,300.0
112.0,voluntary,250,300.0
112.0,voluntary,150,275.0
112.0,voluntary,50,225.0
112.0,involuntary,350,500.0
112.0,involuntary,350,500.0
112.0,involuntary,350,500.0
112.0,involuntary,150,350.0
112.0,involuntary,150,350.0
112.0,involuntary,250,400.0
112.0,involuntary,250,400.0
112.0,involuntary,50,275.0
112.0,involuntary,50,275.0
112.0,involuntary,250,450.0
112.0,involuntary,50,300.0
112.0,involuntary,350,450.0
112.0,involuntary,250,450.0
112.0,involuntary,150,425.0
112.0,involuntary,50,300.0
112.0,involuntary,50,275.0
112.0,involuntary,50,250.0
112.0,involuntary,150,350.0
112.0,involuntary,150,400.0
112.0,involuntary,50,350.0
112.0,involuntary,50,300.0
112.0,involuntary,50,300.0
112.0,involuntary,150,300.0
112.0,involuntary,250,500.0
112.0,involuntary,150,400.0
112.0,involuntary,350,500.0
112.0,involuntary,150,300.0
112.0,involuntary,250,400.0
112.0,involuntary,350,450.0
112.0,involuntary,50,300.0
112.0,involuntary,350,450.0
112.0,involuntary,350,450.0
112.0,involuntary,250,400.0
112.0,involuntary,350,450.0
112.0,involuntary,150,300.0
112.0,involuntary,250,400.0
112.0,involuntary,250,400.0
113.0,involuntary,350,500.0
113.0,involuntary,50,200.0
113.0,involuntary,250,500.0
113.0,involuntary,150,300.0
113.0,involuntary,250,450.0
113.0,involuntary,250,400.0
113.0,involuntary,50,100.0
113.0,involuntary,250,350.0
113.0,involuntary,250,250.0
113.0,involuntary,50,80.0
113.0,involuntary,150,100.0
113.0,involuntary,50,70.0
113.0,involuntary,350,250.0
113.0,involuntary,150,60.0
113.0,involuntary,350,300.0
113.0,involuntary,350,300.0
113.0,involuntary,350,350.0
113.0,involuntary,250,300.0
113.0,involuntary,350,300.0
113.0,involuntary,50,80.0
113.0,involuntary,50,85.0
113.0,involuntary,50,75.0
113.0,involuntary,350,150.0
113.0,involuntary,150,90.0
113.0,involuntary,150,95.0
113.0,involuntary,50,80.0
113.0,involuntary,350,150.0
113.0,involuntary,150,95.0
113.0,involuntary,50,80.0
113.0,involuntary,150,100.0
113.0,involuntary,250,150.0
113.0,involuntary,350,200.0
113.0,involuntary,150,150.0
113.0,involuntary,150,100.0
113.0,involuntary,50,100.0
113.0,involuntary,250,150.0
113.0,involuntary,250,100.0
113.0,involuntary,150,85.0
113.0,involuntary,350,125.0
113.0,involuntary,250,150.0
113.0,involuntary,250,100.0
113.0,involuntary,350,150.0
113.0,involuntary,150,80.0
113.0,involuntary,250,95.0
113.0,involuntary,50,50.0
113.0,involuntary,250,95.0
113.0,involuntary,50,45.0
113.0,involuntary,150,80.0
113.0,involuntary,350,100.0
113.0,involuntary,350,150.0
113.0,involuntary,150,100.0
113.0,involuntary,350,150.0
113.0,involuntary,50,95.0
113.0,involuntary,250,100.0
113.0,involuntary,150,90.0
113.0,involuntary,350,125.0
113.0,involuntary,50,75.0
113.0,involuntary,250,100.0
113.0,involuntary,150,100.0
113.0,involuntary,350,150.0
113.0,involuntary,350,135.0
113.0,involuntary,150,80.0
113.0,involuntary,250,80.0
113.0,involuntary,50,75.0
113.0,involuntary,50,65.0
113.0,involuntary,150,70.0
113.0,involuntary,50,60.0
113.0,involuntary,350,200.0
113.0,involuntary,250,100.0
113.0,involuntary,350,100.0
113.0,involuntary,50,75.0
113.0,involuntary,150,85.0
113.0,involuntary,250,180.0
113.0,involuntary,350,250.0
113.0,involuntary,150,125.0
113.0,involuntary,150,100.0
113.0,involuntary,250,200.0
113.0,involuntary,50,100.0
113.0,involuntary,250,230.0
113.0,involuntary,50,75.0
113.0,voluntary,250,150.0
113.0,voluntary,50,70.0
113.0,voluntary,350,250.0
113.0,voluntary,350,300.0
113.0,voluntary,50,75.0
113.0,voluntary,50,50.0
113.0,voluntary,50,45.0
113.0,voluntary,350,150.0
113.0,voluntary,350,200.0
113.0,voluntary,150,100.0
113.0,voluntary,350,100.0
113.0,voluntary,150,80.0
113.0,voluntary,350,200.0
113.0,voluntary,50,100.0
113.0,voluntary,250,300.0
113.0,voluntary,250,200.0
113.0,voluntary,50,70.0
113.0,voluntary,350,200.0
113.0,voluntary,350,300.0
113.0,voluntary,150,100.0
113.0,voluntary,150,70.0
113.0,voluntary,150,95.0
113.0,voluntary,250,90.0
113.0,voluntary,250,175.0
113.0,voluntary,50,70.0
113.0,voluntary,250,150.0
113.0,voluntary,250,150.0
113.0,voluntary,350,250.0
113.0,voluntary,150,100.0
113.0,voluntary,50,60.0
113.0,voluntary,150,90.0
113.0,voluntary,250,150.0
113.0,voluntary,250,200.0
113.0,voluntary,50,65.0
113.0,voluntary,150,130.0
113.0,voluntary,250,250.0
113.0,voluntary,50,80.0
113.0,voluntary,350,300.0
113.0,voluntary,150,85.0
113.0,voluntary,150,90.0
113.0,voluntary,250,100.0
113.0,voluntary,350,250.0
113.0,voluntary,350,200.0
113.0,voluntary,250,250.0
113.0,voluntary,50,75.0
113.0,voluntary,250,80.0
113.0,voluntary,150,80.0
113.0,voluntary,250,200.0
113.0,voluntary,150,150.0
113.0,voluntary,350,250.0
113.0,voluntary,50,66.0
113.0,voluntary,350,290.0
113.0,voluntary,50,75.0
113.0,voluntary,250,100.0
113.0,voluntary,350,350.0
113.0,voluntary,50,70.0
113.0,voluntary,250,85.0
113.0,voluntary,350,250.0
113.0,voluntary,50,70.0
113.0,voluntary,150,100.0
113.0,voluntary,350,260.0
113.0,voluntary,50,85.0
113.0,voluntary,350,350.0
113.0,voluntary,250,250.0
113.0,voluntary,250,360.0
113.0,voluntary,150,75.0
113.0,voluntary,150,80.0
113.0,voluntary,50,65.0
113.0,voluntary,50,55.0
113.0,voluntary,150,60.0
113.0,voluntary,50,30.0
113.0,voluntary,150,60.0
113.0,voluntary,350,260.0
113.0,voluntary,150,100.0
113.0,voluntary,250,200.0
113.0,voluntary,150,90.0
113.0,voluntary,150,150.0
113.0,voluntary,350,250.0
113.0,voluntary,250,27.0
113.0,voluntary,50,70.0
114.0,involuntary,50,50.0
114.0,involuntary,250,400.0
114.0,involuntary,250,400.0
114.0,involuntary,150,380.0
114.0,involuntary,150,330.0
114.0,involuntary,350,440.0
114.0,involuntary,50,40.0
114.0,involuntary,50,30.0
114.0,involuntary,150,300.0
114.0,involuntary,350,300.0
114.0,involuntary,250,300.0
114.0,involuntary,250,250.0
114.0,involuntary,50,20.0
114.0,involuntary,50,40.0
114.0,involuntary,250,450.0
114.0,involuntary,150,400.0
114.0,involuntary,150,280.0
114.0,involuntary,350,220.0
114.0,involuntary,350,460.0
114.0,involuntary,50,30.0
114.0,involuntary,150,300.0
114.0,involuntary,350,400.0
114.0,involuntary,350,480.0
114.0,involuntary,150,460.0
114.0,involuntary,350,440.0
114.0,involuntary,250,400.0
114.0,involuntary,250,340.0
114.0,involuntary,50,70.0
114.0,involuntary,50,50.0
114.0,involuntary,250,180.0
114.0,involuntary,50,50.0
114.0,involuntary,250,200.0
114.0,involuntary,150,150.0
114.0,involuntary,350,100.0
114.0,involuntary,350,200.0
114.0,involuntary,250,100.0
114.0,involuntary,150,50.0
114.0,involuntary,350,190.0
114.0,involuntary,150,200.0
114.0,voluntary,150,150.0
114.0,voluntary,250,220.0
114.0,voluntary,150,103.0
114.0,voluntary,50,40.0
114.0,voluntary,350,300.0
114.0,voluntary,150,100.0
114.0,voluntary,250,300.0
114.0,voluntary,350,160.0
114.0,voluntary,250,180.0
114.0,voluntary,350,220.0
114.0,voluntary,50,30.0
114.0,voluntary,250,200.0
114.0,voluntary,350,100.0
114.0,voluntary,50,29.0
114.0,voluntary,150,180.0
114.0,voluntary,350,150.0
114.0,voluntary,50,20.0
114.0,voluntary,50,10.0
114.0,voluntary,350,300.0
114.0,voluntary,250,250.0
114.0,voluntary,350,250.0
114.0,voluntary,150,180.0
114.0,voluntary,50,40.0
114.0,voluntary,250,100.0
114.0,voluntary,250,100.0
114.0,voluntary,250,100.0
114.0,voluntary,350,100.0
114.0,voluntary,250,100.0
114.0,voluntary,250,100.0
114.0,voluntary,50,60.0
114.0,voluntary,50,60.0
114.0,voluntary,150,80.0
114.0,voluntary,150,80.0
114.0,voluntary,150,80.0
114.0,voluntary,350,100.0
114.0,voluntary,50,50.0
114.0,voluntary,150,50.0
114.0,voluntary,150,140.0
114.0,voluntary,50,70.0
114.0,voluntary,50,50.0
114.0,voluntary,250,70.0
114.0,voluntary,150,100.0
114.0,voluntary,350,50.0
114.0,voluntary,150,70.0
114.0,voluntary,250,50.0
114.0,voluntary,50,30.0
114.0,voluntary,250,190.0
114.0,voluntary,250,200.0
114.0,voluntary,350,200.0
114.0,voluntary,150,160.0
114.0,voluntary,150,150.0
114.0,voluntary,350,220.0
114.0,voluntary,350,220.0
114.0,voluntary,50,100.0
114.0,voluntary,250,140.0
114.0,voluntary,350,180.0
114.0,voluntary,350,160.0
114.0,voluntary,50,140.0
114.0,voluntary,50,130.0
114.0,voluntary,350,170.0
114.0,voluntary,350,150.0
114.0,voluntary,50,160.0
114.0,voluntary,150,150.0
114.0,voluntary,250,160.0
114.0,voluntary,150,150.0
114.0,voluntary,50,160.0
114.0,voluntary,150,180.0
114.0,voluntary,250,150.0
114.0,voluntary,350,140.0
114.0,voluntary,50,160.0
114.0,voluntary,150,140.0
114.0,voluntary,50,180.0
114.0,voluntary,150,100.0
114.0,voluntary,150,150.0
114.0,voluntary,50,50.0
114.0,voluntary,250,50.0
114.0,involuntary,50,50.0
114.0,involuntary,350,100.0
114.0,involuntary,350,200.0
114.0,involuntary,250,180.0
114.0,involuntary,250,200.0
114.0,involuntary,250,80.0
114.0,involuntary,50,190.0
114.0,involuntary,350,150.0
114.0,involuntary,150,140.0
114.0,involuntary,50,150.0
114.0,involuntary,50,150.0
114.0,involuntary,350,40.0
114.0,involuntary,150,50.0
114.0,involuntary,250,300.0
114.0,involuntary,150,200.0
114.0,involuntary,50,100.0
114.0,involuntary,150,140.0
114.0,involuntary,150,200.0
114.0,involuntary,50,150.0
114.0,involuntary,350,180.0
114.0,involuntary,250,200.0
114.0,involuntary,50,150.0
114.0,involuntary,50,100.0
114.0,involuntary,250,280.0
114.0,involuntary,50,100.0
114.0,involuntary,150,100.0
114.0,involuntary,250,100.0
114.0,involuntary,150,200.0
114.0,involuntary,350,200.0
114.0,involuntary,150,180.0
114.0,involuntary,50,100.0
114.0,involuntary,150,110.0
114.0,involuntary,250,240.0
114.0,involuntary,250,200.0
114.0,involuntary,350,180.0
114.0,involuntary,350,100.0
114.0,involuntary,350,150.0
114.0,involuntary,250,114.0
115.0,voluntary,150,200.0
115.0,voluntary,350,200.0
115.0,voluntary,350,200.0
115.0,voluntary,250,150.0
115.0,voluntary,350,150.0
115.0,voluntary,150,100.0
115.0,voluntary,50,100.0
115.0,voluntary,150,120.0
115.0,voluntary,250,200.0
115.0,voluntary,350,200.0
115.0,voluntary,250,150.0
115.0,voluntary,150,120.0
115.0,voluntary,250,100.0
115.0,voluntary,50,100.0
115.0,voluntary,350,250.0
115.0,voluntary,50,100.0
115.0,voluntary,250,150.0
115.0,voluntary,250,150.0
115.0,voluntary,150,200.0
115.0,voluntary,50,150.0
115.0,voluntary,250,250.0
115.0,voluntary,350,200.0
115.0,voluntary,250,200.0
115.0,voluntary,350,150.0
115.0,voluntary,150,150.0
115.0,voluntary,50,100.0
115.0,voluntary,150,150.0
115.0,voluntary,150,100.0
115.0,voluntary,50,100.0
115.0,voluntary,350,200.0
115.0,voluntary,150,150.0
115.0,voluntary,350,200.0
115.0,voluntary,250,200.0
115.0,voluntary,250,200.0
115.0,voluntary,50,100.0
115.0,voluntary,50,100.0
115.0,voluntary,50,100.0
115.0,voluntary,350,200.0
115.0,voluntary,150,200.0
115.0,voluntary,50,150.0
115.0,voluntary,150,250.0
115.0,voluntary,150,200.0
115.0,voluntary,150,200.0
115.0,voluntary,250,200.0
115.0,voluntary,350,200.0
115.0,voluntary,350,200.0
115.0,voluntary,150,150.0
115.0,voluntary,250,200.0
115.0,voluntary,150,150.0
115.0,voluntary,50,120.0
115.0,voluntary,250,200.0
115.0,voluntary,150,150.0
115.0,voluntary,150,120.0
115.0,voluntary,350,200.0
115.0,voluntary,50,100.0
115.0,voluntary,350,150.0
115.0,voluntary,150,120.0
115.0,voluntary,250,150.0
115.0,voluntary,150,120.0
115.0,voluntary,150,120.0
115.0,voluntary,50,100.0
115.0,voluntary,250,200.0
115.0,voluntary,50,100.0
115.0,voluntary,350,250.0
115.0,voluntary,250,200.0
115.0,voluntary,250,250.0
115.0,voluntary,50,100.0
115.0,voluntary,50,100.0
115.0,voluntary,50,100.0
115.0,voluntary,350,200.0
115.0,voluntary,350,200.0
115.0,voluntary,350,200.0
115.0,voluntary,350,250.0
115.0,voluntary,50,100.0
115.0,voluntary,250,150.0
115.0,voluntary,50,100.0
115.0,voluntary,350,150.0
115.0,voluntary,50,120.0
115.0,voluntary,250,200.0
115.0,voluntary,250,200.0
115.0,involuntary,150,250.0
115.0,involuntary,150,200.0
115.0,involuntary,350,250.0
115.0,involuntary,50,150.0
115.0,involuntary,350,200.0
115.0,involuntary,50,200.0
115.0,involuntary,350,300.0
115.0,involuntary,250,250.0
115.0,involuntary,250,250.0
115.0,involuntary,50,150.0
115.0,involuntary,350,300.0
115.0,involuntary,50,150.0
115.0,involuntary,50,150.0
115.0,involuntary,150,200.0
115.0,involuntary,350,250.0
115.0,involuntary,50,150.0
115.0,involuntary,50,150.0
115.0,involuntary,250,250.0
115.0,involuntary,150,200.0
115.0,involuntary,150,200.0
115.0,involuntary,50,150.0
115.0,involuntary,350,20.0
115.0,involuntary,50,150.0
115.0,involuntary,250,150.0
115.0,involuntary,250,200.0
115.0,involuntary,150,150.0
115.0,involuntary,250,200.0
115.0,involuntary,250,200.0
115.0,involuntary,150,150.0
115.0,involuntary,250,200.0
115.0,involuntary,150,150.0
115.0,involuntary,250,200.0
115.0,involuntary,350,250.0
115.0,involuntary,350,250.0
115.0,involuntary,150,150.0
115.0,involuntary,350,200.0
115.0,involuntary,150,150.0
115.0,involuntary,350,300.0
115.0,involuntary,50,150.0
115.0,involuntary,250,200.0
115.0,involuntary,250,200.0
115.0,involuntary,250,200.0
115.0,involuntary,50,150.0
115.0,involuntary,250,20.0
115.0,involuntary,350,250.0
115.0,involuntary,50,150.0
115.0,involuntary,150,150.0
115.0,involuntary,150,200.0
115.0,involuntary,150,150.0
115.0,involuntary,350,200.0
115.0,involuntary,150,150.0
115.0,involuntary,350,250.0
115.0,involuntary,250,250.0
115.0,involuntary,350,250.0
115.0,involuntary,50,100.0
115.0,involuntary,50,100.0
115.0,involuntary,350,200.0
115.0,involuntary,150,150.0
115.0,involuntary,50,150.0
115.0,involuntary,150,200.0
115.0,involuntary,250,20.0
115.0,involuntary,250,250.0
115.0,involuntary,150,200.0
115.0,involuntary,250,250.0
115.0,involuntary,350,250.0
115.0,involuntary,50,150.0
115.0,involuntary,350,300.0
115.0,involuntary,150,200.0
115.0,involuntary,50,150.0
115.0,involuntary,50,150.0
115.0,involuntary,350,300.0
115.0,involuntary,150,200.0
115.0,involuntary,250,250.0
115.0,involuntary,250,250.0
115.0,involuntary,50,150.0
115.0,involuntary,150,200.0
115.0,involuntary,350,250.0
115.0,involuntary,50,150.0
115.0,involuntary,350,250.0
116.0,involuntary,350,500.0
116.0,involuntary,250,300.0
116.0,involuntary,150,200.0
116.0,involuntary,350,500.0
116.0,involuntary,350,400.0
116.0,involuntary,250,300.0
116.0,involuntary,50,100.0
116.0,involuntary,250,500.0
116.0,involuntary,250,400.0
116.0,involuntary,50,100.0
116.0,involuntary,50,50.0
116.0,involuntary,150,400.0
116.0,involuntary,50,100.0
116.0,involuntary,250,400.0
116.0,involuntary,150,300.0
116.0,involuntary,250,300.0
116.0,involuntary,150,200.0
116.0,involuntary,50,100.0
116.0,involuntary,150,300.0
116.0,involuntary,150,200.0
116.0,involuntary,150,200.0
116.0,involuntary,350,30.0
116.0,involuntary,250,200.0
116.0,involuntary,50,100.0
116.0,involuntary,150,200.0
116.0,involuntary,50,100.0
116.0,involuntary,350,500.0
116.0,involuntary,350,500.0
116.0,involuntary,250,400.0
116.0,involuntary,350,500.0
116.0,involuntary,250,500.0
116.0,involuntary,150,400.0
116.0,involuntary,350,300.0
116.0,involuntary,350,200.0
116.0,involuntary,50,100.0
116.0,involuntary,50,100.0
116.0,involuntary,350,400.0
116.0,involuntary,150,300.0
116.0,involuntary,50,100.0
116.0,involuntary,250,300.0
116.0,voluntary,350,300.0
116.0,voluntary,150,100.0
116.0,voluntary,350,200.0
116.0,voluntary,150,100.0
116.0,voluntary,350,100.0
116.0,voluntary,350,100.0
116.0,voluntary,50,50.0
116.0,voluntary,50,40.0
116.0,voluntary,50,50.0
116.0,voluntary,250,100.0
116.0,voluntary,250,200.0
116.0,voluntary,50,100.0
116.0,voluntary,250,200.0
